0,1,2,3,4,5,6,7,8,9
1.0000000000000002,0.09823109728638507,0.2845736381155483,0.0730145948631518,0.2489536485328299,-0.0019494171074817893,0.19437396342083646,0.009207938170429513,0.2505262077646774,0.1415399025971475
0.09823109728638507,1.0,-0.10013213199591216,0.2388407197743426,-0.10583145837760244,-0.10936403118700568,0.16658548513012802,0.16828842174188435,0.2178453656819094,-0.023985497428590682
0.2845736381155483,-0.10013213199591216,1.0000000000000002,-0.007564008091080024,0.33285264539778286,0.20111774999221235,0.04190494780644271,-0.04324753241186128,-0.00043683613455535044,0.10542601270698922
0.0730145948631518,0.2388407197743426,-0.007564008091080024,1.0,-0.07776809994480904,-0.00681316615365446,0.10554367050627587,0.12573717722778868,0.22195504239162012,0.0784644257297025
0.2489536485328299,-0.10583145837760244,0.33285264539778286,-0.07776809994480904,1.0,0.15222769776613046,0.015826548077330395,-0.06919467656942029,0.058712473086523644,0.04394422506650638
-0.0019494171074817893,-0.10936403118700568,0.20111774999221235,-0.00681316615365446,0.15222769776613046,0.9999999999999999,0.018177997779406666,0.08610267550501327,0.04236848531022982,0.15614337984473242
0.19437396342083646,0.16658548513012802,0.04190494780644271,0.10554367050627587,0.015826548077330395,0.018177997779406666,1.0,0.29666677043518075,0.2223556360505816,0.05375086665982565
0.009207938170429513,0.16828842174188435,-0.04324753241186128,0.12573717722778868,-0.06919467656942029,0.08610267550501327,0.29666677043518075,0.9999999999999998,0.2360941883662595,0.06206317276852125
0.2505262077646774,0.2178453656819094,-0.00043683613455535044,0.22195504239162012,0.058712473086523644,0.04236848531022982,0.2223556360505816,0.2360941883662595,1.0000000000000002,0.12317283947081378
0.1415399025971475,-0.023985497428590682,0.10542601270698922,0.0784644257297025,0.04394422506650638,0.15614337984473242,0.05375086665982565,0.06206317276852125,0.12317283947081378,1.0000000000000002
